TRADE_DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,AMOUNT,OUTSTANDING_SHARE,TURNOVER,TS_CODE,AK_SYMBOL
2025-07-25,14.2,14.2,13.83,13.92,68250799.0,952044595.0,3412949652.0,0.0199975991324702,600522.SH,sh600522
2025-07-28,13.93,14.02,13.84,13.97,40414506.0,563272434.0,3412949652.0,0.0118415183699873,600522.SH,sh600522
2025-07-29,13.9,14.0,13.78,13.94,50648822.0,701705746.0,3412949652.0,0.0148401902062398,600522.SH,sh600522
2025-07-30,13.87,14.13,13.78,13.94,81621854.0,1140579228.0,3412949652.0,0.0239153407821792,600522.SH,sh600522
2025-07-31,13.9,14.3,13.8,13.85,113544965.0,1597576475.0,3412949652.0,0.0332688661063201,600522.SH,sh600522
2025-08-01,13.78,14.2,13.77,14.02,69337018.0,969680471.0,3412949652.0,0.0203158631301133,600522.SH,sh600522
2025-08-04,13.96,13.96,13.8,13.94,46147600.0,640497415.0,3412949652.0,0.0135213245741721,600522.SH,sh600522
2025-08-05,13.96,14.4,13.96,14.25,114758682.0,1631171905.0,3412949652.0,0.03362448723284,600522.SH,sh600522
2025-08-06,14.24,14.24,14.12,14.14,72865256.0,1031258995.0,3412949652.0,0.0213496428103768,600522.SH,sh600522
2025-08-07,14.15,14.17,13.95,14.05,61758195.0,866791102.0,3412949652.0,0.0180952552182565,600522.SH,sh600522
2025-08-08,14.04,14.44,13.98,14.31,133865882.0,1912257159.0,3412949652.0,0.0392229290348757,600522.SH,sh600522
2025-08-11,14.35,14.6,14.35,14.53,114806805.0,1664386111.0,3412949652.0,0.0336385873529434,600522.SH,sh600522
2025-08-12,14.52,14.65,14.43,14.59,98024061.0,1426632246.0,3412949652.0,0.0287212150763951,600522.SH,sh600522
2025-08-13,14.63,14.85,14.56,14.74,96329821.0,1416429735.0,3412949652.0,0.0282247999010329,600522.SH,sh600522
2025-08-14,14.8,14.88,14.39,14.5,104232338.0,1525232653.0,3412949652.0,0.0305402507004225,600522.SH,sh600522
2025-08-15,14.45,15.49,14.41,15.19,189157829.0,2867938102.0,3412949652.0,0.0554235626913373,600522.SH,sh600522
2025-08-18,15.47,15.55,15.16,15.28,114672058.0,1754979514.0,3412949652.0,0.0335991062548496,600522.SH,sh600522
2025-08-19,15.2,15.69,15.18,15.4,110494812.0,1701304578.0,3412949652.0,0.0323751661367901,600522.SH,sh600522
2025-08-20,15.3,15.33,15.08,15.3,80725118.0,1228232002.0,3412949652.0,0.0236525956228785,600522.SH,sh600522
2025-08-21,15.29,15.31,14.95,15.05,87994001.0,1328347797.0,3412949652.0,0.0257823905923825,600522.SH,sh600522
2025-08-22,15.03,15.25,15.01,15.21,70126878.0,1061155643.0,3412949652.0,0.0205472934412921,600522.SH,sh600522
2025-08-25,15.4,15.88,15.32,15.85,162509875.0,2539429106.0,3412949652.0,0.0476156672586039,600522.SH,sh600522
2025-08-26,15.91,16.17,15.6,15.98,144722594.0,2311933269.0,3412949652.0,0.042403963948074,600522.SH,sh600522
2025-08-27,16.02,16.28,15.76,15.76,151114739.0,2423503121.0,3412949652.0,0.0442768732059807,600522.SH,sh600522
2025-08-28,15.68,16.66,15.68,16.41,226824116.0,3688384636.0,3412949652.0,0.0664598482626546,600522.SH,sh600522
2025-08-29,16.55,16.59,16.11,16.24,111329610.0,1809320873.0,3412949652.0,0.0326197633577045,600522.SH,sh600522
2025-09-01,16.3,16.43,16.05,16.15,106564971.0,1723598476.0,3412949652.0,0.0312237161006909,600522.SH,sh600522
