TRADE_DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,AMOUNT,OUTSTANDING_SHARE,TURNOVER,TS_CODE,AK_SYMBOL
2025-07-24,37.68,37.88,37.18,37.75,98031544.0,3684466150.0,7238871337.0,0.013542379666141,002475.SZ,sz002475
2025-07-25,37.77,38.43,37.67,38.21,81962679.0,3137604862.0,7238871337.0,0.0113225771234618,002475.SZ,sz002475
2025-07-28,38.28,38.35,37.29,37.64,93740755.0,3540657759.0,7238871337.0,0.0129496368475101,002475.SZ,sz002475
2025-07-29,37.43,37.49,36.71,37.45,95293958.0,3548773907.0,7238871337.0,0.0131642010976109,002475.SZ,sz002475
2025-07-30,37.18,38.28,36.79,37.62,92427309.0,3487636330.0,7238871337.0,0.0127681933684298,002475.SZ,sz002475
2025-07-31,37.31,37.88,36.35,36.52,100622208.0,3740230941.0,7238871337.0,0.0139002619767104,002475.SZ,sz002475
2025-08-01,36.61,37.25,36.17,36.53,75000417.0,2757967414.0,7238871337.0,0.0103607887899113,002475.SZ,sz002475
2025-08-04,36.01,36.28,35.69,36.13,80242555.0,2891254070.0,7238871337.0,0.0110849538918942,002475.SZ,sz002475
2025-08-05,36.27,36.5,36.02,36.36,56864800.0,2069672759.0,7238871337.0,0.0078554787552787,002475.SZ,sz002475
2025-08-06,36.27,36.27,35.77,36.1,63985419.0,2310885966.0,7238871337.0,0.0088391430129379,002475.SZ,sz002475
2025-08-07,37.88,38.54,36.88,36.9,183170454.0,6922956076.0,7238871337.0,0.0253037311305371,002475.SZ,sz002475
2025-08-08,36.88,36.88,36.32,36.33,74280423.0,2722198489.0,7238871697.0,0.0102613260890898,002475.SZ,sz002475
2025-08-11,36.38,38.08,36.38,37.89,141479671.0,5351015630.0,7238871697.0,0.019544436884913,002475.SZ,sz002475
2025-08-12,37.84,38.5,37.62,38.05,76452626.0,2921966269.0,7238871697.0,0.0105614008923081,002475.SZ,sz002475
2025-08-13,38.22,38.86,37.7,38.23,105807028.0,4068295554.0,7238871697.0,0.014616508266592,002475.SZ,sz002475
2025-08-14,38.38,38.93,38.09,38.36,97923455.0,3779698853.0,7238871697.0,0.013527447245761,002475.SZ,sz002475
2025-08-15,37.98,38.7,37.86,38.47,87417002.0,3363990014.0,7238871697.0,0.0120760535148354,002475.SZ,sz002475
2025-08-18,38.48,40.23,38.17,39.47,153895921.0,6098343355.0,7238871697.0,0.0212596558471645,002475.SZ,sz002475
2025-08-19,39.48,39.63,38.49,38.98,108849590.0,4259042373.0,7238871697.0,0.0150368171389348,002475.SZ,sz002475
2025-08-20,38.87,40.62,38.1,39.92,132784734.0,5282232776.0,7238871697.0,0.0183432915457017,002475.SZ,sz002475
2025-08-21,39.97,42.3,39.69,42.06,200684428.0,8301490958.0,7238871697.0,0.0277231641062473,002475.SZ,sz002475
2025-08-22,41.33,42.75,41.2,42.57,140167282.0,5900362776.0,7238871697.0,0.0193631394320871,002475.SZ,sz002475
2025-08-25,43.24,44.15,42.0,42.82,152354512.0,6570702104.0,7238871697.0,0.0210467208671677,002475.SZ,sz002475
2025-08-26,43.06,46.65,43.06,45.46,222321982.0,10000629712.0,7238871697.0,0.0307122423639773,002475.SZ,sz002475
2025-08-27,44.88,47.02,44.76,44.84,200969020.0,9278340405.0,7238871697.0,0.0277624785204146,002475.SZ,sz002475
2025-08-28,44.85,45.96,44.21,45.96,165324126.0,7484800174.0,7238871697.0,0.0228383832342981,002475.SZ,sz002475
2025-08-29,45.95,47.21,45.03,45.84,173029403.0,7971168566.0,7238871697.0,0.0239028138973244,002475.SZ,sz002475
2025-09-01,45.96,46.65,44.76,45.13,140621009.0,6401671201.0,7238871697.0,0.0194258186753437,002475.SZ,sz002475
2025-09-02,44.94,45.45,43.36,43.66,148018338.0,6557335184.0,7238871697.0,0.0204477084545293,002475.SZ,sz002475
2025-09-03,43.87,44.29,42.86,43.08,100889947.0,4402641695.0,7238871697.0,0.0139372475743439,002475.SZ,sz002475
2025-09-04,43.57,45.55,43.36,44.25,200637662.0,8941490727.0,7238871697.0,0.0277167037071744,002475.SZ,sz002475
2025-09-05,44.22,47.05,43.56,47.05,228191530.0,10489291676.0,7238871697.0,0.0315230797770002,002475.SZ,sz002475
2025-09-08,48.94,51.76,48.63,49.59,289125512.0,14557101684.0,7238871697.0,0.0399406874582156,002475.SZ,sz002475
2025-09-09,49.62,50.59,47.33,47.56,188129323.0,9103502528.0,7238871697.0,0.0259887632872352,002475.SZ,sz002475
2025-09-10,46.14,48.82,45.68,47.94,201877336.0,9549391987.0,7238871697.0,0.0278879560862591,002475.SZ,sz002475
2025-09-11,47.05,52.73,46.36,52.73,284214404.0,14306453448.0,7238871697.0,0.0392622518945579,002475.SZ,sz002475
2025-09-12,54.03,55.49,52.3,52.55,425849206.0,23093057572.0,7238871697.0,0.0588281190529298,002475.SZ,sz002475
2025-09-15,51.98,54.06,51.91,52.58,249499806.0,13237384440.0,7238871697.0,0.0344666705590872,002475.SZ,sz002475
2025-09-16,52.5,54.03,51.99,52.23,200349016.0,10610989503.0,7238871697.0,0.0276768292609786,002475.SZ,sz002475
2025-09-17,52.47,52.82,51.34,51.85,194955234.0,10192389842.0,7238871697.0,0.0269317156264553,002475.SZ,sz002475
2025-09-18,51.34,54.77,50.94,52.94,315536216.0,16692440412.0,7238871697.0,0.0435891433371816,002475.SZ,sz002475
2025-09-19,54.14,57.73,53.86,55.24,319703998.0,17827566857.0,7238871697.0,0.0441648935610358,002475.SZ,sz002475
2025-09-22,60.76,60.76,59.94,60.76,90279351.0,5501600825.0,7238871697.0,0.0124714672090975,002475.SZ,sz002475
2025-09-23,66.84,66.84,63.46,65.49,554123874.0,36353840908.0,7238871697.0,0.0765483762102932,002475.SZ,sz002475
2025-09-24,64.03,71.97,63.5,69.98,451635559.0,29906689611.0,7238871697.0,0.0623903251645102,002475.SZ,sz002475
2025-09-25,69.58,71.36,67.99,68.53,331771538.0,22988862615.0,7238871697.0,0.0458319406513995,002475.SZ,sz002475
2025-09-26,68.51,68.56,63.96,64.05,332090893.0,21965504720.0,7238871697.0,0.0458760573333035,002475.SZ,sz002475
2025-09-29,64.05,65.16,62.48,64.6,262852479.0,16918393242.0,7238871697.0,0.0363112498746087,002475.SZ,sz002475
2025-09-30,65.2,66.17,63.56,64.49,229529053.0,14884453179.0,7265330667.0,0.0315923752847958,002475.SZ,sz002475
2025-10-09,63.64,65.94,63.16,65.1,261650982.0,17046509786.0,7265330667.0,0.0360136370927272,002475.SZ,sz002475
2025-10-10,64.3,64.75,60.02,60.61,260955086.0,16258524771.0,7265330667.0,0.0359178539781113,002475.SZ,sz002475
2025-10-13,54.95,58.19,54.95,57.57,267290302.0,15306475401.0,7265330667.0,0.0367898330098125,002475.SZ,sz002475
2025-10-14,58.62,59.78,54.38,54.84,248599086.0,14241316173.0,7265330667.0,0.0342171743302981,002475.SZ,sz002475
2025-10-15,54.87,58.2,53.71,58.02,242527395.0,13673494569.0,7265330667.0,0.0333814668754979,002475.SZ,sz002475
2025-10-16,57.86,61.41,57.55,59.01,256325542.0,15334036992.0,7265330667.0,0.0352806436139598,002475.SZ,sz002475
2025-10-17,59.06,59.06,55.23,55.32,179240230.0,10165620025.0,7265330667.0,0.0246706224692745,002475.SZ,sz002475
2025-10-20,56.68,57.67,56.26,56.97,162519564.0,9272508356.0,7265330667.0,0.0223691902611099,002475.SZ,sz002475
2025-10-21,58.82,62.67,58.77,60.96,292936570.0,17821150490.0,7265330667.0,0.0403197849384272,002475.SZ,sz002475
2025-10-22,59.91,60.96,59.34,59.92,132425023.0,7986543312.0,7265330667.0,0.0182269781059642,002475.SZ,sz002475
2025-10-23,59.11,60.26,58.1,59.95,109740953.0,6524692837.0,7265330667.0,0.0151047430639952,002475.SZ,sz002475
2025-10-24,60.7,63.95,60.47,63.71,234445779.0,14736755293.0,7265330667.0,0.0322691133749604,002475.SZ,sz002475
2025-10-27,65.67,65.78,63.33,65.2,233992056.0,15195422274.0,7265330667.0,0.0322066629482977,002475.SZ,sz002475
2025-10-28,64.5,65.59,63.8,64.46,142632780.0,9262740420.0,7265330667.0,0.0196319736206715,002475.SZ,sz002475
2025-10-29,65.7,67.27,64.97,67.07,180052783.0,11983703878.0,7265330667.0,0.024782462251556,002475.SZ,sz002475
2025-10-30,66.89,67.08,63.46,64.84,178788411.0,11675786638.0,7265330667.0,0.0246084341091422,002475.SZ,sz002475
2025-10-31,65.99,66.67,62.8,62.8,173415239.0,11158675824.0,7265625627.0,0.0238679018026426,002475.SZ,sz002475
2025-11-03,62.6,62.76,60.5,62.72,140414271.0,8693261074.0,7265625627.0,0.01932583348063,002475.SZ,sz002475
2025-11-04,62.3,62.64,59.87,60.35,128990576.0,7901104870.0,7265625627.0,0.0177535401109375,002475.SZ,sz002475
2025-11-05,58.42,61.27,58.18,60.79,112172866.0,6760397261.0,7265625627.0,0.0154388447407957,002475.SZ,sz002475
2025-11-06,60.79,61.67,59.61,61.47,132471322.0,8075585074.0,7265625627.0,0.0182326104867995,002475.SZ,sz002475
2025-11-07,60.53,60.81,59.65,59.71,105363369.0,6346313297.0,7265625627.0,0.0145016237292018,002475.SZ,sz002475
2025-11-10,59.31,60.01,57.03,58.22,153527579.0,8911656168.0,7265625627.0,0.0211306757162757,002475.SZ,sz002475
2025-11-11,58.8,58.97,56.05,56.31,108489718.0,6189292993.0,7265625627.0,0.0149319168877678,002475.SZ,sz002475
2025-11-12,56.26,58.28,56.19,57.59,135717529.0,7815417070.0,7265625627.0,0.0186794002288882,002475.SZ,sz002475
2025-11-13,57.02,58.17,56.7,57.2,93995272.0,5397445322.0,7265625627.0,0.0129369825566984,002475.SZ,sz002475
2025-11-14,56.48,58.05,55.92,56.33,101754426.0,5829324295.0,7265625627.0,0.0140049090365828,002475.SZ,sz002475
2025-11-17,56.31,57.26,55.94,56.37,74185638.0,4205657010.0,7265625627.0,0.0102104955317703,002475.SZ,sz002475
2025-11-18,55.94,57.57,55.23,56.43,105402888.0,5974063197.0,7265625627.0,0.0145070629029259,002475.SZ,sz002475
2025-11-19,56.82,57.76,56.23,56.57,93532984.0,5330936920.0,7265625627.0,0.0128733558267053,002475.SZ,sz002475
2025-11-20,57.92,58.02,55.51,55.58,95981221.0,5436030226.0,7265625627.0,0.0132103174492395,002475.SZ,sz002475
2025-11-21,53.83,54.11,52.63,52.68,149999606.0,8020601930.0,7265625627.0,0.0206451052807596,002475.SZ,sz002475
2025-11-24,53.02,53.68,52.04,53.08,95703000.0,5077293741.0,7265625627.0,0.0131720246697483,002475.SZ,sz002475
2025-11-25,54.05,56.21,53.87,55.53,145075983.0,8050188476.0,7265625627.0,0.0199674453994545,002475.SZ,sz002475
2025-11-26,55.15,58.67,54.74,57.42,159153919.0,9136365853.0,7265625627.0,0.0219050536279441,002475.SZ,sz002475
2025-11-27,57.52,58.95,56.62,56.78,126380424.0,7319810271.0,7265625627.0,0.0173942934150576,002475.SZ,sz002475
2025-11-28,56.64,58.0,56.57,57.6,96257755.0,5543542167.0,7265625627.0,0.0132483780395034,002475.SZ,sz002475
2025-12-01,57.67,59.1,56.22,58.43,137736228.0,7969904521.0,7265625627.0,0.018957242647922,002475.SZ,sz002475
2025-12-02,58.39,61.31,58.0,59.81,181396504.0,10920312512.0,7265625627.0,0.0249663983960179,002475.SZ,sz002475
2025-12-03,59.89,60.21,58.27,58.64,108086644.0,6408961263.0,7265625627.0,0.0148764400409423,002475.SZ,sz002475
2025-12-04,58.43,59.54,56.93,59.44,103890858.0,6085818537.0,7265625627.0,0.0142989555660462,002475.SZ,sz002475
2025-12-05,59.43,59.49,58.53,59.06,71699567.0,4248662542.0,7265625627.0,0.0098683266494705,002475.SZ,sz002475
2025-12-08,58.92,60.52,58.56,59.89,111448052.0,6690195483.0,7265625627.0,0.0153390854031681,002475.SZ,sz002475
2025-12-09,59.88,61.32,59.41,60.41,110658149.0,6714668917.0,7265625627.0,0.015230367580292,002475.SZ,sz002475
2025-12-10,59.71,59.71,57.84,59.34,95668514.0,5632613696.0,7265625627.0,0.0131672782099429,002475.SZ,sz002475
2025-12-11,59.29,61.11,58.01,58.07,87639849.0,5200843714.0,7265625627.0,0.0120622577461628,002475.SZ,sz002475
2025-12-12,58.05,60.69,57.42,60.19,132191892.0,7900964056.0,7265625627.0,0.0181941513073227,002475.SZ,sz002475
2025-12-15,59.36,59.48,57.11,57.18,122673493.0,7143771178.0,7265625627.0,0.0168840922031723,002475.SZ,sz002475
2025-12-16,56.52,57.71,56.14,57.15,72495956.0,4138588438.0,7265625627.0,0.0099779371690437,002475.SZ,sz002475
2025-12-17,56.97,58.61,56.9,58.48,76178566.0,4427953757.0,7265625627.0,0.0104847909747662,002475.SZ,sz002475
2025-12-18,57.65,57.99,56.78,56.8,59964677.0,3442857271.0,7265625627.0,0.0082532021436892,002475.SZ,sz002475
2025-12-19,57.03,57.69,56.57,56.6,61846149.0,3534311770.0,7265625627.0,0.0085121574073637,002475.SZ,sz002475
2025-12-22,56.92,58.08,56.81,57.55,77726256.0,4485816559.0,7265625627.0,0.0106978063542331,002475.SZ,sz002475
2025-12-23,57.37,58.42,57.25,57.87,77505600.0,4507631681.0,7269267438.000001,0.0106620922480909,002475.SZ,sz002475
2025-12-24,58.0,59.43,57.43,59.1,91859271.0,5404246113.0,7269267438.000001,0.0126366613669772,002475.SZ,sz002475
2025-12-25,58.82,59.76,58.07,59.24,79411049.0,4697050390.0,7269267438.000001,0.0109242161850972,002475.SZ,sz002475
2025-12-26,58.99,59.01,58.19,58.22,74266500.0,4354917584.0,7269267438.000001,0.0102165040196172,002475.SZ,sz002475
2025-12-29,57.92,59.17,57.73,58.04,93055053.0,5441701496.0,7269267438.000001,0.0128011596482963,002475.SZ,sz002475
2025-12-30,57.8,59.19,57.0,57.89,99164728.0,5783619694.0,7269267438.000001,0.0136416398001286,002475.SZ,sz002475
2025-12-31,58.37,58.47,56.22,56.53,104905173.0,6003869905.0,7269111078.999999,0.0144316370818798,002475.SZ,sz002475
2026-01-05,56.94,59.3,56.93,58.37,159455283.0,9358442265.0,7269111078.999999,0.0219360085802865,002475.SZ,sz002475
2026-01-06,58.7,59.31,57.64,59.03,141539975.0,8330556573.0,7269111078.999999,0.0194714282753086,002475.SZ,sz002475
2026-01-07,58.82,58.92,56.62,57.37,187357397.0,10829848832.0,7269111078.999999,0.0257744578345024,002475.SZ,sz002475
2026-01-08,56.84,56.88,54.6,54.99,240111695.0,13264652378.0,7269111078.999999,0.0330317823445658,002475.SZ,sz002475
2026-01-09,54.68,56.12,53.83,55.48,154079007.0,8518973944.0,7269111078.999999,0.0211964028786304,002475.SZ,sz002475
2026-01-12,55.03,55.43,53.83,55.26,188390485.0,10301185319.0,7269111078.999999,0.0259165781004844,002475.SZ,sz002475
2026-01-13,55.48,56.37,54.17,54.41,133498244.0,7385100189.0,7269111078.999999,0.0183651401869023,002475.SZ,sz002475
2026-01-14,54.03,54.63,53.29,53.41,169913878.0,9190861212.0,7269111078.999999,0.0233747807886538,002475.SZ,sz002475
2026-01-15,53.17,57.39,53.06,57.19,262847130.0,14597266865.0,7269111078.999999,0.0361594598216209,002475.SZ,sz002475
2026-01-16,58.1,59.72,57.73,57.9,259990309.0,15284928361.0,7269111078.999999,0.0357664515199245,002475.SZ,sz002475
2026-01-19,57.92,60.29,57.62,57.68,195719959.0,11530425069.0,7269111078.999999,0.0269248821311071,002475.SZ,sz002475
2026-01-20,57.72,58.15,55.14,57.28,177225955.0,10048349855.0,7269111078.999999,0.0243806915417752,002475.SZ,sz002475
2026-01-21,56.47,58.12,56.42,56.88,111719948.0,6424873922.0,7269111078.999999,0.0153691347932145,002475.SZ,sz002475
2026-01-22,57.25,58.17,55.92,56.23,149804210.0,8531018706.0,7269111078.999999,0.0206083258835836,002475.SZ,sz002475
2026-01-23,56.45,56.45,54.83,55.33,144925368.0,8052423541.0,7269111078.999999,0.0199371513827433,002475.SZ,sz002475
2026-01-26,55.21,55.23,53.84,53.92,127111156.0,6917918137.0,7269111078.999999,0.0174864786930022,002475.SZ,sz002475
2026-01-27,54.15,54.62,52.69,53.55,122784313.0,6608414372.0,7269111078.999999,0.0168912418128698,002475.SZ,sz002475
2026-01-28,53.53,54.78,52.65,53.11,151194870.0,8124725548.0,7269111078.999999,0.0207996367584466,002475.SZ,sz002475
2026-01-29,52.83,52.96,51.57,51.73,147260590.0,7686631742.0,7269111078.999999,0.0202584041431732,002475.SZ,sz002475
2026-01-30,51.45,52.34,50.86,51.53,108558812.0,5631865241.0,7269111078.999999,0.0149342623630583,002475.SZ,sz002475
2026-02-02,51.83,53.43,51.83,52.06,138486234.0,7315678565.0,7269111078.999999,0.0190513300037576,002475.SZ,sz002475
2026-02-03,52.66,53.22,51.09,52.3,104663797.0,5464439702.0,7269111078.999999,0.0143984313711159,002475.SZ,sz002475
2026-02-04,51.85,51.89,50.49,51.74,124442380.0,6390867495.0,7269111078.999999,0.0171193394415867,002475.SZ,sz002475
2026-02-05,51.34,52.42,51.26,51.54,75985941.0,3948087323.0,7269111078.999999,0.0104532645290726,002475.SZ,sz002475
2026-02-06,51.21,51.85,50.54,51.01,72491146.0,3723195003.0,7269272739.0,0.0099722693868784,002475.SZ,sz002475
2026-02-09,51.83,51.84,51.17,51.56,77530036.0,4004057333.0,7269272739.0,0.0106654460196613,002475.SZ,sz002475
2026-02-10,51.53,51.82,51.21,51.53,74683050.0,3859138594.0,7269272739.0,0.0102737994131547,002475.SZ,sz002475
2026-02-11,51.23,51.76,50.86,50.99,68945249.0,3542639012.0,7269272739.0,0.0094844768487094,002475.SZ,sz002475
2026-02-12,51.1,51.33,50.3,50.43,97024007.0,4903262372.0,7269272756.000001,0.0133471408016595,002475.SZ,sz002475
2026-02-13,49.91,51.08,49.26,50.8,114492599.0,5776476638.0,7269272756.000001,0.0157502136517712,002475.SZ,sz002475
2026-02-24,51.41,51.49,50.51,50.63,84415339.0,4300015328.0,7269272756.000001,0.0116126250635353,002475.SZ,sz002475
2026-02-25,50.55,51.93,50.47,51.58,124704783.0,6391742056.0,7269272756.000001,0.0171550562464545,002475.SZ,sz002475
2026-02-26,51.59,51.63,51.04,51.16,106425064.0,5454795825.0,7269272756.000001,0.0146404004323757,002475.SZ,sz002475
2026-02-27,50.65,50.69,49.32,50.22,127271550.0,6349492767.0,7269272756.000001,0.0175081544291966,002475.SZ,sz002475
2026-03-02,49.31,49.72,48.38,49.11,128983380.0,6329687455.0,7269272756.000001,0.017743642910295,002475.SZ,sz002475
2026-03-03,49.16,49.74,47.2,47.39,136026519.0,6548505878.0,7269272756.000001,0.0187125347425882,002475.SZ,sz002475
2026-03-04,46.67,47.09,45.8,46.28,119890568.0,5557272421.0,7269272756.000001,0.0164927871087301,002475.SZ,sz002475
2026-03-05,47.0,47.76,46.88,47.0,100873314.0,4765363060.0,7269272756.000001,0.0138766720394058,002475.SZ,sz002475
2026-03-06,46.59,47.42,46.47,47.3,73249601.0,3447363241.0,7269272756.000001,0.0100766064857781,002475.SZ,sz002475
2026-03-09,46.27,46.62,45.43,46.5,97374939.0,4484441010.0,7269272756.000001,0.0133954168826073,002475.SZ,sz002475
2026-03-10,47.2,49.7,47.2,49.39,181409372.0,8875107862.0,7269272756.000001,0.0249556424816039,002475.SZ,sz002475
2026-03-11,49.45,50.88,49.28,50.17,168648425.0,8476553856.0,7269272756.000001,0.0232001784306138,002475.SZ,sz002475
2026-03-12,49.9,50.43,49.28,49.7,86041581.0,4282954480.0,7269272756.000001,0.0118363396020574,002475.SZ,sz002475
2026-03-13,49.35,50.28,49.05,49.33,81983337.0,4071284136.0,7269272756.000001,0.0112780658742419,002475.SZ,sz002475
2026-03-16,49.01,49.27,47.51,49.26,96527204.0,4675886931.0,7269272756.000001,0.0132787979265638,002475.SZ,sz002475
2026-03-17,50.18,51.76,49.76,49.83,185009493.0,9421830949.0,7269272756.000001,0.0254508943617908,002475.SZ,sz002475
2026-03-18,49.66,49.89,48.9,49.34,86120488.0,4245300752.0,7269272756.000001,0.0118471944705771,002475.SZ,sz002475
2026-03-19,48.38,48.8,47.85,48.04,91805865.0,4422841914.0,7269272756.000001,0.0126293053076353,002475.SZ,sz002475
2026-03-20,48.39,49.7,48.22,48.22,100484471.0,4918969446.0,7269272756.000001,0.0138231807187398,002475.SZ,sz002475
2026-03-23,47.53,47.75,45.95,46.3,101744612.0,4757499917.0,7269272756.000001,0.0139965324476263,002475.SZ,sz002475
2026-03-24,46.8,46.94,44.57,46.34,110560688.0,5039460248.0,7269272756.000001,0.0152093189664322,002475.SZ,sz002475
2026-03-25,47.38,50.97,47.0,50.97,260886146.0,13043880637.0,7269272756.000001,0.0358888921570134,002475.SZ,sz002475
2026-03-26,51.71,51.71,49.96,50.19,220019409.0,11164299113.0,7269272756.000001,0.0302670454645408,002475.SZ,sz002475
2026-03-27,48.18,51.29,48.18,50.61,174981118.0,8737181238.0,7269272756.000001,0.0240713375152379,002475.SZ,sz002475
2026-03-30,49.8,50.0,48.1,48.76,159640570.0,7806460835.0,7269272756.000001,0.0219610097678937,002475.SZ,sz002475
2026-03-31,48.4,50.62,48.0,49.26,167150472.0,8302284090.0,7269273007.0,0.0229941112184177,002475.SZ,sz002475
2026-04-01,50.48,51.11,49.8,50.4,110977737.0,5578244766.0,7269273007.0,0.0152666899280207,002475.SZ,sz002475
2026-04-02,50.1,50.9,49.57,49.89,85965881.0,4306449474.0,7269273007.0,0.0118259254972565,002475.SZ,sz002475
2026-04-03,50.3,50.38,48.64,48.8,74514475.0,3668426747.0,7269273007.0,0.0102506089574907,002475.SZ,sz002475
2026-04-07,49.0,49.95,48.11,48.39,79987772.0,3915337449.0,7269273007.0,0.0110035449106086,002475.SZ,sz002475
2026-04-08,49.56,52.57,49.56,52.27,201928715.0,10341801422.0,7269273007.0,0.0277783919802642,002475.SZ,sz002475
2026-04-09,51.5,55.78,51.3,55.09,299603070.0,16300584856.0,7269273007.0,0.0412149976636583,002475.SZ,sz002475
2026-04-10,55.42,59.18,54.9,58.18,386896937.0,22240373573.0,7269273007.0,0.0532236080041889,002475.SZ,sz002475
2026-04-13,57.78,59.52,57.5,58.6,238813216.0,13958472897.0,7269273007.0,0.032852420836311,002475.SZ,sz002475
2026-04-14,59.0,60.65,58.55,59.14,243274497.0,14486703394.0,7269273007.0,0.03346613846608,002475.SZ,sz002475
2026-04-15,59.0,60.98,58.45,58.78,198003810.0,11789558135.0,7269273060.0,0.0272384608977668,002475.SZ,sz002475
2026-04-16,58.76,60.65,58.0,60.45,199642241.0,11903948272.0,7269273060.0,0.0274638522108289,002475.SZ,sz002475
2026-04-17,59.85,60.88,59.25,59.75,134342400.0,8048223623.0,7269273060.0,0.0184808575618426,002475.SZ,sz002475
2026-04-20,62.64,65.73,60.91,65.73,392926863.0,25188235807.0,7269273060.0,0.0540531164198693,002475.SZ,sz002475
2026-04-21,64.86,66.0,62.9,65.75,262573277.0,16943576025.0,7269273060.0,0.0361209814011306,002475.SZ,sz002475
