TRADE_DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,AMOUNT,OUTSTANDING_SHARE,TURNOVER,TS_CODE,AK_SYMBOL,RET,LOG_RET,RV_20,FUTURE_RV_5
2026-04-16,52.09,53.28,51.88,52.55,41633725.0,2186370328.0,597562760.0,0.06967255623493,300456.SZ,sz300456,0.0024799694772985,0.0024768994276996,0.0349834987243041,
2026-04-17,52.88,56.94,52.58,55.9,102931635.0,5694628169.0,597562760.0,0.1722524258372459,300456.SZ,sz300456,0.0637488106565176,0.0617992828380933,0.0371521036185268,
2026-04-20,55.99,57.29,54.88,55.43,68066584.0,3805195233.0,597562760.0,0.1139070045127979,300456.SZ,sz300456,-0.0084078711985688,-0.0084434167293401,0.0370900025990919,
2026-04-21,54.58,57.0,53.88,56.48,70197187.0,3897824843.0,597562760.0,0.1174724927637726,300456.SZ,sz300456,0.0189428107523002,0.0187656297532733,0.0342978674573311,
2026-04-22,55.88,58.93,55.6,57.55,82367885.0,4757452170.0,597562760.0,0.137839722475343,300456.SZ,sz300456,0.0189447592067988,0.0187675419829049,0.034334007796099,
2025-07-25,153.37,157.3,152.51,154.53,22982643.0,3577656394.0,855202413.0,0.0268739220687863,300476.SZ,sz300476,0.0047464239271781,0.0047351951740599,0.0491455651806528,0.0741422663375284
2025-07-28,160.96,183.76,159.21,181.59,72349795.0,12482534965.0,855202413.0,0.0845996151322833,300476.SZ,sz300476,0.1751116288099399,0.1613631463261021,0.0608871343623902,0.0182617187909694
2025-07-29,181.83,188.38,180.83,188.03,45241163.0,8372896810.0,855202413.0,0.0529011171066468,300476.SZ,sz300476,0.0354645079574866,0.0348501259956776,0.0611563295080146,0.0097718745966156
2025-07-30,185.8,192.02,183.31,190.83,42453607.0,8062541086.0,855202413.0,0.0496415893531862,300476.SZ,sz300476,0.0148912407594532,0.0147814547914393,0.0610442828612051,0.0202317230927877
2025-07-31,196.56,198.71,189.41,190.84,55711896.0,10911167380.0,855202413.0,0.0651446899039561,300476.SZ,sz300476,5.240266205519539e-05,5.240128908366486e-05,0.0596281234002662,0.0244144702688575
2025-08-01,184.84,194.63,184.84,190.12,37670741.0,7171235536.0,855202413.0,0.0440489180425172,300476.SZ,sz300476,-0.0037727939635296,-0.0037799289020976,0.0593684225235138,0.0244049563064371
2025-08-04,186.41,188.28,182.4,187.32,32765956.0,6103540589.0,855202413.0,0.0383136851602873,300476.SZ,sz300476,-0.0147275405007364,-0.0148370674304677,0.0593745066760976,0.0327682218683609
2025-08-05,192.95,194.06,182.32,188.25,30616337.0,5802450293.0,855202413.0,0.035800105956904,300476.SZ,sz300476,0.0049647661755285,0.0049524823646619,0.0561748586642462,0.0449000260045216
2025-08-06,187.32,200.69,186.79,196.38,34804920.0,6837960484.0,855202413.0,0.0406978739429726,300476.SZ,sz300476,0.0431872509960158,0.042280691061141,0.0565936540332142,0.0581940064441731
2025-08-07,194.54,198.34,182.82,190.47,36380162.0,6925030427.0,855202413.0,0.0425398261826466,300476.SZ,sz300476,-0.0300947143293613,-0.0305568558906758,0.0558566253851673,0.0613499345865681
2025-08-08,186.92,193.39,186.85,191.13,18617738.0,3573295949.0,855202413.0,0.0217699783314339,300476.SZ,sz300476,0.00346511261616,0.0034591229460382,0.0558618750686917,0.0621121288386912
2025-08-11,191.76,205.55,189.08,201.15,35101749.0,7062022024.0,855202413.0,0.0410449601947042,300476.SZ,sz300476,0.0524250510124,0.0510970735992907,0.057007975973575,0.0577926608049199
2025-08-12,202.68,216.2,201.25,215.48,37125255.0,7896596638.0,855202413.0,0.0434110737243675,300476.SZ,sz300476,0.0712403678846631,0.0688171994165357,0.0516512113731342,0.0492270355927513
2025-08-13,214.11,236.47,212.63,236.47,38719632.0,8831920297.0,855202413.0,0.0452754007839779,300476.SZ,sz300476,0.09741043252274,0.0929532521792347,0.0542187151596859,0.0329535768951178
2025-08-14,230.51,235.81,223.85,224.24,33386813.0,7710489756.0,855202413.0,0.0390396618303274,300476.SZ,sz300476,-0.0517190341269505,-0.0531044431350347,0.0515997083589386,0.0284393438380738
2025-08-15,226.4,233.11,224.45,229.22,26378664.0,6070962319.0,855202413.0,0.0308449363554356,300476.SZ,sz300476,0.0222083481983588,0.0219653342120202,0.0507560663933633,0.0278819350940435
2025-08-18,229.51,243.42,220.57,230.28,42541832.0,9907303671.0,855202413.0,0.0497447520649126,300476.SZ,sz300476,0.0046243783264985,0.0046137187390557,0.0504197501697648,0.0475214746677643
2025-08-19,228.5,240.64,227.53,233.14,33448114.0,7816104845.0,855202413.0,0.0391113419367772,300476.SZ,sz300476,0.0124196630189334,0.0123431716840774,0.0500307089859193,0.0599146363358541
2025-08-20,222.53,225.34,214.79,223.06,38820547.0,8610266150.0,855202413.0,0.0453934020880738,300476.SZ,sz300476,-0.0432358239684309,-0.0441983379252954,0.0509973790548518,0.0572482661076648
2025-08-21,223.91,225.14,208.65,214.77,42769330.0,9245545036.0,855202413.0,0.0500107686202237,300476.SZ,sz300476,-0.0371648883708418,-0.0378731054901874,0.0516415036817689,0.0969041626818724
2025-08-22,215.6,223.54,212.97,218.68,40480910.0,8904824897.0,855202413.0,0.0473348874893784,300476.SZ,sz300476,0.0182055221865251,0.0180417859505952,0.0517880208239481,0.0975910186410985
2025-08-25,222.6,247.8,207.54,238.36,83783269.0,18584062936.0,855202413.0,0.0979689342855023,300476.SZ,sz300476,0.0899945125297239,0.0861726618519797,0.0418495189193557,0.0898059669928136
2025-08-26,231.5,232.46,219.08,219.48,63566941.0,14455617048.0,855202413.0,0.0743297025753364,300476.SZ,sz300476,-0.0792079207920792,-0.0825210236880035,0.0450681887500661,0.0818731619870681
2025-08-27,208.51,230.51,207.54,215.18,79807948.0,17769386418.0,855202413.0,0.0933205365032102,300476.SZ,sz300476,-0.0195917623473663,-0.0197862250250113,0.0451640543127058,0.081394199671149
2025-08-28,214.73,258.2,210.64,257.33,99626809.0,23273710026.0,855202413.0,0.1164950045574766,300476.SZ,sz300476,0.1958825169625428,0.178884420739132,0.0603305350865134,0.0438864833406466
2025-08-29,259.32,277.01,252.25,265.57,77347472.0,20587364030.0,855202413.0,0.0904434679138352,300476.SZ,sz300476,0.0320211401702095,0.0315191515106189,0.0607349315986874,0.0915289427160338
2025-09-01,271.21,277.7,255.89,268.63,71838300.0,19296072710.0,855202413.0,0.0840015169601725,300476.SZ,sz300476,0.0115223858116504,0.0114565086824505,0.0606983324924168,0.0979386789272191
2025-09-02,277.6,291.75,258.43,268.76,83594296.0,23293085430.0,855202413.0,0.0977479655450878,300476.SZ,sz300476,0.0004839370137363,0.0004838199539846,0.0606883260386111,0.1006798401099908
2025-09-03,267.47,275.98,258.33,268.57,56180793.0,15071778084.0,855202413.0,0.0656929776459833,300476.SZ,sz300476,-0.0007069504390534,-0.0007072004463505,0.0599476028057999,0.1127376714427848
2025-09-04,283.17,286.15,241.81,244.91,74540866.0,19445327868.0,855202413.0,0.0871616647321129,300476.SZ,sz300476,-0.0880962132777302,-0.0922207914880622,0.0630258893566763,0.1247446978894221
2025-09-05,254.35,293.9,247.43,293.9,87247427.0,23732191508.0,855202413.0,0.1020196221078716,300476.SZ,sz300476,0.2000326650606345,0.1823487773073352,0.0750614300549638,0.0944212639323901
2025-09-08,288.13,288.13,257.15,271.64,80679368.0,21932543911.0,855202413.0,0.0943394999518084,300476.SZ,sz300476,-0.0757400476352501,-0.078761913179281,0.0762485716834006,0.088624260778566
2025-09-09,259.32,265.63,246.08,257.83,62442523.0,16105206069.0,855202413.0,0.0730149050690295,300476.SZ,sz300476,-0.0508393461934914,-0.0521772072323724,0.075585563335272,0.0885500864802793
