TRADE_DATE,FLOW_CLOSE,FLOW_PCT_CHG,MAIN_NET_INFLOW,MAIN_NET_INFLOW_RATIO,XL_NET_INFLOW,XL_NET_INFLOW_RATIO,L_NET_INFLOW,L_NET_INFLOW_RATIO,M_NET_INFLOW,M_NET_INFLOW_RATIO,S_NET_INFLOW,S_NET_INFLOW_RATIO,TS_CODE
2026-01-14,76.2,-0.21,11706336.0,0.33,-9392512.0,-0.27,21098848.0,0.6,-49321392.0,-1.41,37615040.0,1.07,002384.SZ
2026-01-15,79.38,4.17,516427872.0,13.45,535076096.0,13.93,-18648224.0,-0.49,-182484704.0,-4.75,-333943168.0,-8.69,002384.SZ
2026-01-16,80.33,1.2,293300416.0,8.63,119063312.0,3.5,174237104.0,5.13,-169851328.0,-5.0,-123449088.0,-3.63,002384.SZ
2026-01-19,77.81,-3.14,10866192.0,0.34,17365392.0,0.55,-6499200.0,-0.21,-127143312.0,-4.02,116277120.0,3.68,002384.SZ
2026-01-20,74.0,-4.9,-483008016.0,-12.21,-226110944.0,-5.72,-256897072.0,-6.5,-12357680.0,-0.31,495365664.0,12.53,002384.SZ
2026-01-21,74.6,0.81,23118096.0,1.0,60150768.0,2.6,-37032672.0,-1.6,-19965728.0,-0.86,-3152368.0,-0.14,002384.SZ
2026-01-22,75.93,1.78,186059104.0,5.97,189711952.0,6.09,-3652848.0,-0.12,-122644496.0,-3.94,-63414624.0,-2.04,002384.SZ
2026-01-23,73.1,-3.73,-381997424.0,-10.98,-283818208.0,-8.16,-98179216.0,-2.82,53801744.0,1.55,328195696.0,9.44,002384.SZ
2026-01-26,73.11,0.01,-701301.0,-0.03,-73207141.0,-3.48,72505840.0,3.45,-87656384.0,-4.17,88357712.0,4.2,002384.SZ
2026-01-27,76.54,4.69,668537088.0,14.28,440457952.0,9.41,228079136.0,4.87,-222625920.0,-4.75,-445911168.0,-9.52,002384.SZ
2026-01-28,74.83,-2.23,-73415696.0,-2.23,-288462544.0,-8.76,215046848.0,6.53,-106063104.0,-3.22,179478800.0,5.45,002384.SZ
2026-01-29,75.18,0.47,101821552.0,3.7,75888832.0,2.76,25932720.0,0.94,38156176.0,1.39,-139977696.0,-5.09,002384.SZ
2026-01-30,77.36,2.9,439060928.0,12.75,352364112.0,10.24,86696816.0,2.52,-221585232.0,-6.44,-217475680.0,-6.32,002384.SZ
2026-02-02,77.87,0.66,169205344.0,4.19,71883776.0,1.78,97321568.0,2.41,-83358736.0,-2.06,-85846624.0,-2.12,002384.SZ
2026-02-03,77.02,-1.09,-199902144.0,-5.81,-130135792.0,-3.78,-69766352.0,-2.03,43901312.0,1.28,156000832.0,4.53,002384.SZ
2026-02-04,72.94,-5.3,-413972928.0,-10.9,-375108000.0,-9.87,-38864928.0,-1.02,-33627232.0,-0.89,447600144.0,11.78,002384.SZ
2026-02-05,73.4,0.63,332782816.0,5.72,568890208.0,9.78,-236107392.0,-4.06,-360424752.0,-6.2,27641936.0,0.48,002384.SZ
2026-02-06,72.47,-1.27,-5383552.0,-0.1,345435824.0,6.69,-350819376.0,-6.8,-147353936.0,-2.86,152737488.0,2.96,002384.SZ
2026-02-09,74.91,3.37,330616432.0,7.6,272195872.0,6.26,58420560.0,1.34,-309889280.0,-7.12,-20727152.0,-0.48,002384.SZ
2026-02-10,77.03,2.83,218520272.0,5.64,246533248.0,6.36,-28012976.0,-0.72,-58979536.0,-1.52,-159540752.0,-4.11,002384.SZ
2026-02-11,72.33,-6.1,-145150208.0,-3.11,109038688.0,2.33,-254188896.0,-5.44,-75528560.0,-1.62,220678784.0,4.73,002384.SZ
2026-02-12,77.38,6.98,859536240.0,14.77,803055344.0,13.8,56480896.0,0.97,-532502800.0,-9.15,-327033424.0,-5.62,002384.SZ
2026-02-13,77.98,0.78,642658592.0,14.47,486461376.0,10.95,156197216.0,3.52,-239590336.0,-5.4,-403068256.0,-9.08,002384.SZ
2026-02-24,78.91,1.19,225250432.0,5.24,104104608.0,2.42,121145824.0,2.82,-51659280.0,-1.2,-173591152.0,-4.04,002384.SZ
2026-02-25,79.52,0.77,119961776.0,3.04,135276256.0,3.43,-15314480.0,-0.39,-124998752.0,-3.17,5036992.0,0.13,002384.SZ
2026-02-26,85.89,8.01,595272944.0,6.48,511280304.0,5.57,83992640.0,0.91,-544737200.0,-5.93,-50535744.0,-0.55,002384.SZ
2026-02-27,85.55,-0.4,-72293664.0,-1.06,-155692736.0,-2.28,83399072.0,1.22,-318599264.0,-4.66,390892928.0,5.71,002384.SZ
2026-03-02,91.03,6.41,1008731424.0,12.81,793433104.0,10.08,215298320.0,2.73,-515468080.0,-6.55,-493263360.0,-6.27,002384.SZ
2026-03-03,94.88,4.23,269905520.0,2.42,145396304.0,1.3,124509216.0,1.12,-267237392.0,-2.4,-2668128.0,-0.02,002384.SZ
2026-03-04,95.0,0.13,27778928.0,0.42,-39740208.0,-0.6,67519136.0,1.02,48153296.0,0.73,-75932224.0,-1.15,002384.SZ
2026-03-05,92.7,-2.42,-128316400.0,-1.75,-272270544.0,-3.71,143954144.0,1.96,116280752.0,1.58,12035680.0,0.16,002384.SZ
2026-03-06,95.45,2.97,-2747680.0,-0.03,31450000.0,0.38,-34197680.0,-0.41,-105061296.0,-1.26,107808976.0,1.29,002384.SZ
2026-03-09,98.24,2.92,175608032.0,2.12,493883728.0,5.96,-318275696.0,-3.84,-45639904.0,-0.55,-129968096.0,-1.57,002384.SZ
2026-03-10,108.06,10.0,408486528.0,4.26,593168976.0,6.18,-184682448.0,-1.92,-285518928.0,-2.97,-122967584.0,-1.28,002384.SZ
2026-03-11,104.8,-3.02,-596243600.0,-6.12,-500248128.0,-5.14,-95995472.0,-0.99,87919296.0,0.9,508324304.0,5.22,002384.SZ
2026-03-12,109.3,4.29,118764576.0,1.43,457968128.0,5.53,-339203552.0,-4.09,-246026384.0,-2.97,127261824.0,1.54,002384.SZ
2026-03-13,110.93,1.49,-71121360.0,-0.6,-94255472.0,-0.79,23134112.0,0.19,-15278096.0,-0.13,86399440.0,0.73,002384.SZ
2026-03-16,119.0,7.27,188734688.0,1.87,229455168.0,2.27,-40720480.0,-0.4,65690464.0,0.65,-254425152.0,-2.52,002384.SZ
2026-03-17,109.71,-7.81,-712148368.0,-6.56,-797061920.0,-7.34,84913552.0,0.78,271341744.0,2.5,440806592.0,4.06,002384.SZ
2026-03-18,107.38,-2.12,-1764824784.0,-12.09,-583095968.0,-3.99,-1181728816.0,-8.09,827189408.0,5.67,937635312.0,6.42,002384.SZ
2026-03-19,111.72,4.04,-559347920.0,-6.1,-361194896.0,-3.94,-198153024.0,-2.16,501054656.0,5.46,58293264.0,0.64,002384.SZ
2026-03-20,116.06,3.88,18494096.0,0.17,266043712.0,2.45,-247549616.0,-2.28,-53206224.0,-0.49,34712112.0,0.32,002384.SZ
2026-03-23,105.23,-9.33,-449202384.0,-4.95,-239055248.0,-2.63,-210147136.0,-2.31,-27935568.0,-0.31,477137936.0,5.25,002384.SZ
2026-03-24,107.52,2.18,-287477632.0,-4.01,-117096528.0,-1.64,-170381104.0,-2.38,267828048.0,3.74,19649600.0,0.27,002384.SZ
2026-03-25,108.21,0.64,118930976.0,1.32,-181655056.0,-2.01,300586032.0,3.33,-68416752.0,-0.76,-50514208.0,-0.56,002384.SZ
2026-03-26,104.3,-3.61,-882465120.0,-12.6,-631701872.0,-9.02,-250763248.0,-3.58,182391744.0,2.61,700073376.0,10.0,002384.SZ
2026-03-27,102.65,-1.58,-30532544.0,-0.47,58994336.0,0.91,-89526880.0,-1.39,-117724592.0,-1.83,148257152.0,2.3,002384.SZ
2026-03-30,105.0,2.29,347554928.0,6.45,260953440.0,4.84,86601488.0,1.61,-119711600.0,-2.22,-227843328.0,-4.23,002384.SZ
2026-03-31,103.3,-1.62,217127904.0,3.7,258328496.0,4.4,-41200592.0,-0.7,-101725344.0,-1.73,-115402544.0,-1.97,002384.SZ
2026-04-01,109.0,5.52,246028880.0,3.27,-46255152.0,-0.61,292284032.0,3.88,179048800.0,2.38,-425077680.0,-5.64,002384.SZ
2026-04-02,106.25,-2.52,-394594352.0,-8.35,-355750512.0,-7.53,-38843840.0,-0.82,220648512.0,4.67,173945856.0,3.68,002384.SZ
2026-04-03,110.55,4.05,597417744.0,8.56,542640544.0,7.78,54777200.0,0.79,-225754160.0,-3.24,-371663584.0,-5.33,002384.SZ
2026-04-07,109.01,-1.39,-82656096.0,-1.66,-100557280.0,-2.02,17901184.0,0.36,200428192.0,4.03,-117772080.0,-2.37,002384.SZ
2026-04-08,119.91,10.0,590214818.0,21.19,964728064.0,34.64,-374513246.0,-13.45,-357239774.0,-12.83,-232975040.0,-8.37,002384.SZ
2026-04-09,131.9,10.0,17218416.0,0.14,100694272.0,0.82,-83475856.0,-0.68,-71587600.0,-0.58,54368992.0,0.44,002384.SZ
2026-04-10,143.55,8.83,-1265073920.0,-6.3,-1231249408.0,-6.13,-33824512.0,-0.17,963228048.0,4.79,301845808.0,1.5,002384.SZ
2026-04-13,146.83,2.28,-1215094272.0,-7.61,-1162699776.0,-7.29,-52394496.0,-0.33,650159872.0,4.07,564934688.0,3.54,002384.SZ
2026-04-14,146.0,-0.57,-1032586848.0,-8.09,-1084510240.0,-8.49,51923392.0,0.41,559845248.0,4.38,472741632.0,3.7,002384.SZ
2026-04-15,145.8,-0.14,-435080000.0,-3.64,-178570528.0,-1.49,-256509472.0,-2.15,16861216.0,0.14,418218784.0,3.5,002384.SZ
2026-04-16,149.55,2.57,-428775232.0,-3.62,84866768.0,0.72,-513642000.0,-4.34,233501888.0,1.97,195273328.0,1.65,002384.SZ
2026-04-17,162.1,8.39,166335488.0,0.88,-684145920.0,-3.6,850481408.0,4.48,145246720.0,0.76,-311582336.0,-1.64,002384.SZ
2026-04-20,157.0,-3.15,-2848733792.0,-16.38,-2391981152.0,-13.75,-456752640.0,-2.63,1082094368.0,6.22,1766639344.0,10.15,002384.SZ
2026-04-21,169.4,7.9,1149083584.0,7.26,832687664.0,5.26,316395920.0,2.0,-776431744.0,-4.9,-372651600.0,-2.35,002384.SZ
2026-04-22,186.34,10.0,998042704.0,6.64,945833472.0,6.29,52209232.0,0.35,-447941456.0,-2.98,-550101216.0,-3.66,002384.SZ
2026-04-23,186.66,0.17,-1523148800.0,-7.12,-661393152.0,-3.09,-861755648.0,-4.03,498035968.0,2.33,1025112656.0,4.79,002384.SZ
