TRADE_DATE,FLOW_CLOSE,FLOW_PCT_CHG,MAIN_NET_INFLOW,MAIN_NET_INFLOW_RATIO,XL_NET_INFLOW,XL_NET_INFLOW_RATIO,L_NET_INFLOW,L_NET_INFLOW_RATIO,M_NET_INFLOW,M_NET_INFLOW_RATIO,S_NET_INFLOW,S_NET_INFLOW_RATIO,TS_CODE
2025-11-20,492.0,0.7,179878656.0,1.01,-13260288.0,-0.07,193138944.0,1.09,-179305728.0,-1.01,-573048.0,-0.0,300308.SZ
2025-11-21,464.01,-5.69,-1348698112.0,-6.92,-683576320.0,-3.51,-665121792.0,-3.41,1349249024.0,6.93,-550945.0,-0.0,300308.SZ
2025-11-24,456.8,-1.55,-1113091328.0,-5.24,-1066379776.0,-5.02,-46711552.0,-0.22,1113785088.0,5.25,-693601.0,-0.0,300308.SZ
2025-11-25,479.66,5.0,605848064.0,2.87,380717824.0,1.8,225130240.0,1.07,-605155584.0,-2.86,-692420.0,-0.0,300308.SZ
2025-11-26,543.22,13.25,1289707776.0,3.91,3495702528.0,10.6,-2205994752.0,-6.69,-1288400128.0,-3.91,-1307825.0,-0.0,300308.SZ
2025-11-27,524.0,-3.54,-1445700352.0,-6.12,-1184687104.0,-5.01,-261013248.0,-1.1,1446329600.0,6.12,-629348.0,-0.0,300308.SZ
2025-11-28,514.5,-1.81,-824700928.0,-4.92,-543361536.0,-3.24,-281339392.0,-1.68,825210624.0,4.93,-509634.0,-0.0,300308.SZ
2025-12-01,538.0,4.57,840906752.0,4.23,-35445248.0,-0.18,876352000.0,4.41,-840276992.0,-4.23,-629797.0,-0.0,300308.SZ
2025-12-02,542.0,0.74,-232588912.0,-1.57,-635185920.0,-4.3,402597008.0,2.72,232918528.0,1.58,-329339.0,-0.0,300308.SZ
2025-12-03,523.73,-3.37,-1501044224.0,-7.57,-547938304.0,-2.76,-953105920.0,-4.81,1501491456.0,7.58,-447498.0,-0.0,300308.SZ
2025-12-04,535.5,2.25,-338089568.0,-2.44,896768.0,0.01,-338986336.0,-2.45,338554112.0,2.45,-464480.0,-0.0,300308.SZ
2025-12-05,537.05,0.29,-611323648.0,-4.03,-481402880.0,-3.17,-129920768.0,-0.86,611634432.0,4.03,-311003.0,-0.0,300308.SZ
2025-12-08,570.0,6.14,159597056.0,0.69,-284605696.0,-1.23,444202752.0,1.92,-158959616.0,-0.69,-637128.0,-0.0,300308.SZ
2025-12-09,606.0,6.32,664491264.0,3.0,936764416.0,4.22,-272273152.0,-1.23,-663697152.0,-2.99,-794174.0,-0.0,300308.SZ
2025-12-10,616.0,1.65,-46452224.0,-0.25,144781312.0,0.79,-191233536.0,-1.04,47058944.0,0.26,-607156.0,-0.0,300308.SZ
2025-12-11,586.81,-4.74,-2604505088.0,-11.83,-2504602368.0,-11.38,-99902720.0,-0.45,2604903936.0,11.84,-398785.0,-0.0,300308.SZ
2025-12-12,582.0,-0.82,-735047424.0,-2.69,223719168.0,0.82,-958766592.0,-3.5,735342080.0,2.69,-294646.0,-0.0,300308.SZ
2025-12-15,570.86,-1.91,-613686528.0,-3.54,-93047552.0,-0.54,-520638976.0,-3.0,613900032.0,3.54,-213599.0,-0.0,300308.SZ
2025-12-16,551.79,-3.34,-1591340304.0,-10.19,-1143857680.0,-7.33,-447482624.0,-2.87,1591676416.0,10.2,-336542.0,-0.0,300308.SZ
2025-12-17,589.98,6.92,1425297408.0,7.66,1201811200.0,6.46,223486208.0,1.2,-1424672256.0,-7.66,-625348.0,-0.0,300308.SZ
2025-12-18,571.2,-3.18,-504439072.0,-3.65,-475225824.0,-3.44,-29213248.0,-0.21,504798720.0,3.65,-359783.0,-0.0,300308.SZ
2025-12-19,571.7,0.09,83162816.0,0.64,-90143136.0,-0.69,173305952.0,1.34,-82931968.0,-0.64,-230863.0,-0.0,300308.SZ
2025-12-22,617.5,8.01,1340774144.0,5.61,2757545216.0,11.54,-1416771072.0,-5.93,-1340223744.0,-5.61,-550154.0,-0.0,300308.SZ
2025-12-23,621.0,0.57,-421900944.0,-2.91,7994880.0,0.06,-429895824.0,-2.97,422470144.0,2.91,-569445.0,-0.0,300308.SZ
2025-12-24,634.4,2.16,303924528.0,2.06,423717376.0,2.87,-119792848.0,-0.81,-303460864.0,-2.06,-463687.0,-0.0,300308.SZ
2025-12-25,639.8,0.85,373858928.0,2.26,31738880.0,0.19,342120048.0,2.07,-373345792.0,-2.26,-513058.0,-0.0,300308.SZ
2025-12-26,627.0,-2.0,-1307039440.0,-9.76,-787187712.0,-5.88,-519851728.0,-3.88,1307399872.0,9.76,-360627.0,-0.0,300308.SZ
2025-12-29,618.0,-1.44,-1590998576.0,-10.63,-203971328.0,-1.36,-1387027248.0,-9.27,1591443200.0,10.64,-444807.0,-0.0,300308.SZ
2025-12-30,632.0,2.27,170045952.0,1.03,241145088.0,1.46,-71099136.0,-0.43,-169520896.0,-1.03,-525076.0,-0.0,300308.SZ
2025-12-31,610.0,-3.48,-923532192.0,-6.62,-938657936.0,-6.73,15125744.0,0.11,924041984.0,6.63,-509882.0,-0.0,300308.SZ
2026-01-05,623.51,2.21,-703455488.0,-3.77,-45474048.0,-0.24,-657981440.0,-3.53,704007680.0,3.77,-552334.0,-0.0,300308.SZ
2026-01-06,605.25,-2.93,-2610383104.0,-12.89,-1961565696.0,-9.69,-648817408.0,-3.21,2611155968.0,12.9,-772604.0,-0.0,300308.SZ
2026-01-07,619.6,2.37,307604992.0,1.78,557214464.0,3.22,-249609472.0,-1.44,-307071488.0,-1.78,-533552.0,-0.0,300308.SZ
2026-01-08,595.45,-3.9,-3204953856.0,-18.29,-3063420160.0,-17.48,-141533696.0,-0.81,3205420800.0,18.29,-467353.0,-0.0,300308.SZ
2026-01-09,583.2,-2.06,-2033557760.0,-9.16,-1626765568.0,-7.33,-406792192.0,-1.83,2034062080.0,9.16,-504298.0,-0.0,300308.SZ
2026-01-12,591.97,1.5,-91146240.0,-0.41,-1059114752.0,-4.79,967968512.0,4.38,91929088.0,0.42,-783139.0,-0.0,300308.SZ
2026-01-13,585.76,-1.05,-588659712.0,-3.08,-332441088.0,-1.74,-256218624.0,-1.34,589143040.0,3.08,-483478.0,-0.0,300308.SZ
2026-01-14,593.0,1.24,-36115456.0,-0.15,497975040.0,2.04,-534090496.0,-2.19,36516352.0,0.15,-401065.0,-0.0,300308.SZ
2026-01-15,625.02,5.4,1832366080.0,6.57,2562195712.0,9.19,-729829632.0,-2.62,-1831737088.0,-6.57,-628857.0,-0.0,300308.SZ
2026-01-16,617.0,-1.28,-1430665472.0,-6.12,-170225920.0,-0.73,-1260439552.0,-5.39,1431302656.0,6.12,-637163.0,-0.0,300308.SZ
2026-01-19,605.5,-1.86,-1077994928.0,-7.95,-1167812848.0,-8.61,89817920.0,0.66,1078123680.0,7.95,-128545.0,-0.0,300308.SZ
2026-01-20,585.0,-3.39,-2109872784.0,-13.66,-1217317776.0,-7.88,-892555008.0,-5.78,2110116096.0,13.66,-243162.0,-0.0,300308.SZ
2026-01-21,581.9,-0.53,-829003248.0,-5.59,-4093424.0,-0.03,-824909824.0,-5.56,829269760.0,5.59,-266520.0,-0.0,300308.SZ
2026-01-22,621.0,6.72,2122327552.0,8.74,2770786048.0,11.41,-648458496.0,-2.67,-2121845248.0,-8.74,-482141.0,-0.0,300308.SZ
2026-01-23,585.0,-5.8,-3044926976.0,-12.98,-1830941184.0,-7.8,-1213985792.0,-5.17,3045451520.0,12.98,-524674.0,-0.0,300308.SZ
2026-01-26,589.8,0.82,387392624.0,2.53,859611248.0,5.62,-472218624.0,-3.09,-387212800.0,-2.53,-179646.0,-0.0,300308.SZ
2026-01-27,615.6,4.37,1776270592.0,7.47,2052744448.0,8.63,-276473856.0,-1.16,-1775879680.0,-7.46,-390715.0,-0.0,300308.SZ
2026-01-28,628.0,2.01,703042816.0,3.38,1607586560.0,7.72,-904543744.0,-4.34,-702510592.0,-3.37,-531971.0,-0.0,300308.SZ
2026-01-29,613.85,-2.25,-316082688.0,-2.05,-160112640.0,-1.04,-155970048.0,-1.01,317313536.0,2.06,-1230782.0,-0.01,300308.SZ
2026-01-30,649.0,5.73,1820216832.0,8.04,1407579904.0,6.21,412636928.0,1.82,-1819839744.0,-8.03,-377136.0,-0.0,300308.SZ
2026-02-02,591.0,-8.94,-3860665600.0,-11.14,-4464604160.0,-12.89,603938560.0,1.74,3861211648.0,11.15,-546091.0,-0.0,300308.SZ
2026-02-03,589.7,-0.22,-1909450752.0,-7.47,-1637931776.0,-6.41,-271518976.0,-1.06,1909985792.0,7.48,-535040.0,-0.0,300308.SZ
2026-02-04,560.0,-5.04,-3160097792.0,-10.9,-2422786048.0,-8.35,-737311744.0,-2.54,3160565248.0,10.9,-467247.0,-0.0,300308.SZ
2026-02-05,561.99,0.36,-139889408.0,-0.78,648121344.0,3.6,-788010752.0,-4.37,140378880.0,0.78,-489425.0,-0.0,300308.SZ
2026-02-06,540.01,-3.91,-1550354176.0,-8.66,-650990336.0,-3.63,-899363840.0,-5.02,1550752000.0,8.66,-397669.0,-0.0,300308.SZ
2026-02-09,565.99,4.81,451213312.0,2.19,616572672.0,3.0,-165359360.0,-0.8,-450902784.0,-2.19,-310688.0,-0.0,300308.SZ
2026-02-10,555.71,-1.82,-597446624.0,-4.88,-856673824.0,-7.0,259227200.0,2.12,599524528.0,4.9,-2077993.0,-0.02,300308.SZ
2026-02-11,531.91,-4.28,-2964243200.0,-14.01,-2322461440.0,-10.97,-641781760.0,-3.03,2964959744.0,14.01,-716350.0,-0.0,300308.SZ
2026-02-12,527.46,-0.84,-724517632.0,-4.51,-418148096.0,-2.6,-306369536.0,-1.91,724789760.0,4.51,-272339.0,-0.0,300308.SZ
2026-02-13,531.0,0.67,1159137440.0,8.39,825234160.0,5.97,333903280.0,2.42,-1158864896.0,-8.39,-272461.0,-0.0,300308.SZ
2026-02-24,554.0,4.33,2140263424.0,10.87,2039534848.0,10.36,100728576.0,0.51,-2139965440.0,-10.87,-297991.0,-0.0,300308.SZ
2026-02-25,566.07,2.18,711094320.0,5.93,609111360.0,5.08,101982960.0,0.85,-710808912.0,-5.92,-285528.0,-0.0,300308.SZ
2026-02-26,572.22,1.09,-410311984.0,-2.86,-820967936.0,-5.72,410655952.0,2.86,410611968.0,2.86,-300161.0,-0.0,300308.SZ
2026-02-27,534.0,-6.68,-3913857792.0,-20.81,-2936909056.0,-15.62,-976948736.0,-5.19,3914145024.0,20.81,-287463.0,-0.0,300308.SZ
2026-03-02,570.58,6.85,1747495424.0,6.34,1371214592.0,4.98,376280832.0,1.37,-1747085056.0,-6.34,-410167.0,-0.0,300308.SZ
2026-03-03,563.8,-1.19,-697318912.0,-3.05,-837516544.0,-3.66,140197632.0,0.61,697795072.0,3.05,-476062.0,-0.0,300308.SZ
2026-03-04,539.0,-4.4,-1795974400.0,-10.7,-1467777024.0,-8.75,-328197376.0,-1.96,1796387840.0,10.71,-413301.0,-0.0,300308.SZ
2026-03-05,557.0,3.34,1027147008.0,4.79,1110431744.0,5.18,-83284736.0,-0.39,-1026697216.0,-4.79,-449754.0,-0.0,300308.SZ
2026-03-06,545.48,-2.07,-656564816.0,-5.46,-549797472.0,-4.57,-106767344.0,-0.89,656822784.0,5.46,-258065.0,-0.0,300308.SZ
2026-03-09,525.99,-3.57,-1571524704.0,-9.68,-1089121888.0,-6.71,-482402816.0,-2.97,1571899392.0,9.68,-374910.0,-0.0,300308.SZ
2026-03-10,547.0,3.99,483242752.0,3.15,694370816.0,4.52,-211128064.0,-1.38,-482868736.0,-3.15,-373686.0,-0.0,300308.SZ
2026-03-11,554.68,1.4,555407504.0,4.14,570988176.0,4.26,-15580672.0,-0.12,-555078656.0,-4.14,-328572.0,-0.0,300308.SZ
2026-03-12,534.8,-3.58,-1299483488.0,-10.07,-272810976.0,-2.11,-1026672512.0,-7.96,1299739136.0,10.07,-255601.0,-0.0,300308.SZ
2026-03-13,542.02,1.35,886993280.0,7.72,521564656.0,4.54,365428624.0,3.18,-886683552.0,-7.72,-309694.0,-0.0,300308.SZ
2026-03-16,561.7,3.63,1434358496.0,9.43,764538848.0,5.03,669819648.0,4.4,-1434129408.0,-9.43,-229175.0,-0.0,300308.SZ
2026-03-17,543.0,-3.33,-1090285056.0,-6.49,-931180032.0,-5.54,-159105024.0,-0.95,1090772992.0,6.49,-487921.0,-0.0,300308.SZ
2026-03-18,580.0,6.81,2654818048.0,12.39,1669764352.0,7.79,985053696.0,4.6,-2654203648.0,-12.38,-614343.0,-0.0,300308.SZ
2026-03-19,575.2,-0.83,-911409664.0,-4.73,-1239159552.0,-6.43,327749888.0,1.7,911824640.0,4.73,-415026.0,-0.0,300308.SZ
2026-03-20,612.0,6.4,2152017408.0,6.45,1351784960.0,4.05,800232448.0,2.4,-2151154688.0,-6.45,-862689.0,-0.0,300308.SZ
2026-03-23,599.62,-2.02,-499352320.0,-2.2,-688117504.0,-3.03,188765184.0,0.83,499845632.0,2.2,-493550.0,-0.0,300308.SZ
2026-03-24,603.19,0.6,630813696.0,3.77,473496320.0,2.83,157317376.0,0.94,-630461184.0,-3.77,-352447.0,-0.0,300308.SZ
2026-03-25,628.4,4.18,1571641088.0,7.47,1227113472.0,5.83,344527616.0,1.64,-1571148288.0,-7.46,-492857.0,-0.0,300308.SZ
2026-03-26,614.2,-2.26,-914269440.0,-5.54,-253749760.0,-1.54,-660519680.0,-4.01,914782464.0,5.55,-512856.0,-0.0,300308.SZ
2026-03-27,598.0,-2.64,-1410466272.0,-10.51,-598952672.0,-4.46,-811513600.0,-6.05,1410800272.0,10.51,-334043.0,-0.0,300308.SZ
2026-03-30,589.08,-1.49,-1178303696.0,-9.59,-412889296.0,-3.36,-765414400.0,-6.23,1178574128.0,9.59,-270436.0,-0.0,300308.SZ
2026-03-31,569.41,-3.34,-1975026976.0,-13.22,-1807664416.0,-12.1,-167362560.0,-1.12,1975755264.0,13.22,-728339.0,-0.0,300308.SZ
2026-04-01,601.87,5.7,1030417472.0,6.81,1158554176.0,7.66,-128136704.0,-0.85,-1029954048.0,-6.81,-463303.0,-0.0,300308.SZ
2026-04-02,582.0,-3.3,-1228587680.0,-11.82,-1279095472.0,-12.31,50507792.0,0.49,1228774336.0,11.82,-186572.0,-0.0,300308.SZ
2026-04-03,606.52,4.21,1237507328.0,6.99,1155037952.0,6.53,82469376.0,0.47,-1236876032.0,-6.99,-631501.0,-0.0,300308.SZ
2026-04-07,619.53,2.15,731437392.0,4.99,870932416.0,5.94,-139495024.0,-0.95,-731216640.0,-4.98,-220923.0,-0.0,300308.SZ
2026-04-08,688.14,11.07,2055024128.0,7.76,2289832704.0,8.65,-234808576.0,-0.89,-2054086400.0,-7.76,-937784.0,-0.0,300308.SZ
2026-04-09,693.02,0.71,-172464896.0,-1.0,80777216.0,0.47,-253242112.0,-1.47,172776704.0,1.0,-311702.0,-0.0,300308.SZ
2026-04-10,734.65,6.01,1467061248.0,6.15,1357184512.0,5.69,109876736.0,0.46,-1466423552.0,-6.15,-637208.0,-0.0,300308.SZ
2026-04-13,738.0,0.46,-625339904.0,-3.74,-730409472.0,-4.37,105069568.0,0.63,625920000.0,3.74,-579889.0,-0.0,300308.SZ
2026-04-14,773.0,4.74,202934016.0,0.9,606385920.0,2.7,-403451904.0,-1.8,-202488832.0,-0.9,-445257.0,-0.0,300308.SZ
2026-04-15,779.98,0.9,-1458875648.0,-5.73,-818824960.0,-3.22,-640050688.0,-2.52,1460170240.0,5.74,-1294473.0,-0.01,300308.SZ
2026-04-16,809.61,3.8,1226982912.0,5.39,1141555200.0,5.02,85427712.0,0.38,-1226343936.0,-5.39,-639034.0,-0.0,300308.SZ
2026-04-17,851.0,5.11,-92916224.0,-0.28,321638400.0,0.96,-414554624.0,-1.23,93356288.0,0.28,-439901.0,-0.0,300308.SZ
2026-04-20,850.0,-0.12,-2187037440.0,-9.36,-1456024064.0,-6.23,-731013376.0,-3.13,2187690240.0,9.37,-653020.0,-0.0,300308.SZ
2026-04-21,864.86,1.75,-914638592.0,-4.27,-934722560.0,-4.36,20083968.0,0.09,914979328.0,4.27,-340885.0,-0.0,300308.SZ
2026-04-22,886.62,2.52,-504176384.0,-1.96,-407776512.0,-1.59,-96399872.0,-0.38,504597760.0,1.96,-421630.0,-0.0,300308.SZ
2026-04-23,897.0,1.17,-486115584.0,-1.74,-809452544.0,-2.9,323336960.0,1.16,486501376.0,1.75,-385640.0,-0.0,300308.SZ
